"Tipo Instrumento" "Nombre" "Fecha op" "Fuente" "Sicet" "F.Vencimiento" "Plazo" "Op" "Monto" "Pre min" "Pre max" "Pre prom" "Cupon" "Frecuencia" "Rendimiento"
"317" "VEBONO" "VEBONO122036" 2018-07-03 "022 BCV" "DPBS02909-0053" 2036-12-04 6729 2 4e+08 126.0156 126.0313 126.02345 13.38 4 10.2196579370489
"318" "TIF" "TIF012037" 2018-07-03 "022 BCV" "DPBS02909-0080" 2037-01-29 6785 2 5e+08 124.1156 124.1313 124.12345 13.25 4 10.3142009313151
"319" "VEBONO" "VEBONO082037" 2018-07-03 "022 BCV" "DPBS02909-0071" 2037-08-06 6974 2 500500000 124.2656 124.2813 124.27345 13.17 4 10.2506725456579
"320" "TIF" "TIF032022" 2018-07-04 "022 BCV" "DPBS09345-0041" 2022-03-03 1338 2 9678000 127.9145 127.9458 127.93015 16 4 7.23495478314069
"321" "LETRA" "LTB102018" 2018-07-04 "022 BCV" "LTBS01018-0017" 2018-10-17 105 21 1.83e+12 98.7221 98.9741 98.9648540983607 0 0 3.58619400301031
"322" "VEBONO" "VEBONO062020" 2018-07-06 "022 BCV" "DPBS08771-0027" 2020-06-18 713 1 1500000 124.1313 124.1313 124.1313 14.37 4 1.74876413366789
"323" "LETRA" "LTB102018" 2018-07-06 "022 BCV" "LTBS01018-0035" 2018-10-10 96 2 1e+11 99.2063 99.2063 99.2063 0 0 3.00018748809297
"324" "TIF" "TIF022029" 2018-07-09 "022 BCV" "DPBS01632-0020" 2029-02-15 3874 1 78978000 135.5 135.5 135.5 15.5 4 10.0127233454247
"325" "TIF" "TIF032032" 2018-07-09 "022 BCV" "DPBS02207-0034" 2032-03-25 5008 1 32855000 135 135 135 15.25 4 10.4152889842243
"326" "TIF" "TIF032031" 2018-07-10 "022 BCV" "DPBS02207-0025" 2031-03-13 4629 1 12468000 130.75 130.75 130.75 15 4 10.5587692915238
"327" "LETRA" "LTB102018" 2018-07-10 "022 BCV" "LTBS01018-0026" 2018-10-03 85 5 4.498e+11 99.1812999999999 99.1813 99.1812999999999 0 0 3.49605751700984
"328" "LETRA" "LTB102018" 2018-07-11 "022 BCV" "LTBS01018-0026" 2018-10-03 84 7 5.5e+11 98.8418 99.1211 99.0731545454545 0 0 4.00935533285415
"329" "LETRA" "LTB102018" 2018-07-11 "022 BCV" "LTBS01018-0035" 2018-10-10 91 12 1095333333000 98.8853 98.9371 98.9337950699928 0 0 4.26341025963396
"330" "LETRA" "LTB102018" 2018-07-11 "022 BCV" "LTBS01018-0044" 2018-10-24 105 39 3.3498e+12 98.8313 99.0032 98.9178695325094 0 0 3.7507496070824
"331" "LETRA" "LTB122018" 2018-07-11 "022 BCV" "LTBS01218-0015" 2018-12-19 161 2 1e+11 98.0874 98.1186 98.103 0 0 4.32376087421871
"332" "LETRA" "LTB102018" 2018-07-12 "022 BCV" "LTBS01018-0035" 2018-10-10 90 5 4.5e+11 99.108 99.108 99.108 0 0 3.6001130080316
"333" "LETRA" "LTB102018" 2018-07-12 "022 BCV" "LTBS01018-0017" 2018-10-17 97 10 9e+11 99.0393 99.0393 99.0393 0 0 3.60007041253569
"334" "LETRA" "LTB102018" 2018-07-12 "022 BCV" "LTBS01018-0044" 2018-10-24 104 10 9e+11 98.999 98.999 98.999 0 0 3.50003535389245
"335" "TIF" "TIF082028" 2018-07-13 "022 BCV" "DPBS03454-0028" 2028-08-10 3681 1 7e+09 100.15 100.15 100.15 8 4 7.97114364708698
"336" "TIF" "TIF112029" 2018-07-13 "022 BCV" "DPBS03456-0017" 2029-11-01 4129 1 7.5e+09 100.25 100.25 100.25 8.25 4 8.20912625874222
"337" "LETRA" "LTB072018" 2018-07-13 "022 BCV" "LTBS00718-0013" 2018-07-18 5 1 1.05e+08 99.967 99.967 99.967 0 0 2.37678433883186
"338" "VEBONO" "VEBONO032034" 2018-07-17 "022 BCV" "DPBS02911-0012" 2034-03-30 5735 1 145349000 128 128 128 13.57 4 10.005586845522
"339" "TIF" "TIF092034" 2018-07-17 "022 BCV" "DPBS02909-0017" 2034-09-21 5910 1 154131000 131.5 131.5 131.5 14 4 10.0329647661833
"340" "VEBONO" "VEBONO032035" 2018-07-17 "022 BCV" "DPBS02909-0044" 2035-03-15 6085 1 5e+08 128.1 128.1 128.1 13.51 4 10.0151750111842
"341" "TIF" "TIF092035" 2018-07-17 "022 BCV" "DPBS02909-0035" 2035-09-27 6281 1 5e+08 130 130 130 13.75 4 10.0555259603256
"342" "TIF" "TIF052036" 2018-07-17 "022 BCV" "DPBS02909-0062" 2036-05-22 6519 1 689474000 128.199999999999 128.2 128.199999999999 13.5 4 10.0704827462974
"343" "VEBONO" "VEBONO122036" 2018-07-17 "022 BCV" "DPBS02909-0053" 2036-12-04 6715 1 664196000 128 128 128 13.38 4 10.0212606965773
"344" "TIF" "TIF012037" 2018-07-17 "022 BCV" "DPBS02909-0080" 2037-01-29 6771 1 2.5e+08 126.4 126.4 126.4 13.25 4 10.0836836510878
"345" "VEBONO" "VEBONO082037" 2018-07-17 "022 BCV" "DPBS02909-0071" 2037-08-06 6960 1 250250000 126.5 126.5 126.5 13.17 4 10.0285833845697
"346" "TICC" "TICC032019" 2018-07-17 "022 BCV" "DPUS05187-0014" 2019-03-21 247 1 10000 99.9881 99.9881 99.9881 5.25 2 5.16822614567669
"347" "TIF" "TIF082018" 2018-07-18 "022 BCV" "DPBS08773-0034" 2018-08-23 36 1 10492000 101.3394 101.3394 101.3394 16 4 1.65379891115092
"348" "VEBONO" "VEBONO012020" 2018-07-18 "022 BCV" "DPBS08771-0018" 2020-01-02 533 1 178142000 120.7988 120.7988 120.7988 14.41 4 0.10715293887511
"349" "VEBONO" "VEBONO012021" 2018-07-18 "022 BCV" "DPBS08772-0017" 2021-01-29 926 1 30970000 126.2411 126.2411 126.2411 14.62 4 3.6928361413108
"350" "TIF" "TIF022021" 2018-07-18 "022 BCV" "DPBS09345-0014" 2021-02-04 932 1 1.3e+08 133.218899999999 133.2189 133.218899999999 16.5 4 2.88785033981753
"351" "VEBONO" "VEBONO062032" 2018-07-18 "022 BCV" "DPBS02207-0052" 2032-06-17 5083 1 183600000 127.9905 127.9905 127.9905 14.01 4 10.2092335621583
"352" "VEBONO" "VEBONO032035" 2018-07-18 "022 BCV" "DPBS02909-0044" 2035-03-15 6084 2 1e+09 128.1156 128.1469 128.13125 13.51 4 10.0117792962111
"353" "TIF" "TIF092035" 2018-07-18 "022 BCV" "DPBS02909-0035" 2035-09-27 6280 2 1e+09 130.0156 130.0469 130.03125 13.75 4 10.0521959716834
"354" "LETRA" "LTB102018" 2018-07-18 "022 BCV" "LTBS01018-0017" 2018-10-17 91 12 1.1e+12 98.8382 98.8382 98.8382 0 0 4.65015739676747
"355" "LETRA" "LTB102018" 2018-07-18 "022 BCV" "LTBS01018-0053" 2018-10-31 105 10 9e+11 98.9093 98.9093 98.9093 0 0 3.78077982266871
"356" "TIF" "TIF082018" 2018-07-19 "022 BCV" "DPBS08773-0034" 2018-08-23 35 1 10492000 101.355 101.355 101.355 16 4 1.10558268837183
"357" "VEBONO" "VEBONO012020" 2018-07-19 "022 BCV" "DPBS08771-0018" 2020-01-02 532 1 178142000 120.8144 120.8144 120.8144 14.41 4 0.0733666357195517
"358" "VEBONO" "VEBONO012021" 2018-07-19 "022 BCV" "DPBS08772-0017" 2021-01-29 925 1 30970000 126.2567 126.2567 126.2567 14.62 4 3.67726138645654
"359" "TIF" "TIF022021" 2018-07-19 "022 BCV" "DPBS09345-0014" 2021-02-04 931 1 1.3e+08 133.2502 133.2502 133.2502 16.5 4 2.86504210697771
"360" "VEBONO" "VEBONO032027" 2018-07-19 "022 BCV" "DPBS00760-0061" 2027-03-11 3157 1 267854000 131 131 131 15.07 4 9.71475080903881
"361" "VEBONO" "VEBONO012029" 2018-07-19 "022 BCV" "DPBS03507-0029" 2029-01-04 3822 12 1e+12 100.2313 100.2313 100.2313 9.5 4 9.45643285250002
"362" "VEBONO" "VEBONO062032" 2018-07-19 "022 BCV" "DPBS02207-0052" 2032-06-17 5082 1 183600000 128.0061 128.0061 128.0061 14.01 4 10.2071729481163
"363" "VEBONO" "VEBONO032035" 2018-07-19 "022 BCV" "DPBS02909-0044" 2035-03-15 6083 1 202514000 115.25 115.25 115.25 13.51 4 11.4394514965415
"364" "TIF" "TIF092035" 2018-07-19 "022 BCV" "DPBS02909-0035" 2035-09-27 6279 1 307586000 115.25 115.25 115.25 13.75 4 11.6727108738583
"365" "TIF" "TIF012037" 2018-07-19 "022 BCV" "DPBS02909-0080" 2037-01-29 6769 3 767500000 114.75 126.4469 122.35993485342 13.25 4 10.4948957260355
"366" "VEBONO" "VEBONO082037" 2018-07-19 "022 BCV" "DPBS02909-0071" 2037-08-06 6958 3 761430000 114.75 126.5469 122.494002239208 13.17 4 10.4301633456314
"367" "VEBONO" "VEBONO032027" 2018-07-20 "022 BCV" "DPBS00760-0061" 2027-03-11 3156 1 267854000 131.0156 131.0156 131.0156 15.07 4 9.71158314255334
"368" "LETRA" "LTB092018" 2018-07-20 "022 BCV" "LTBS00918-0011" 2018-09-19 61 3 2.5e+11 99.3937 99.3937 99.3937 0 0 3.59999067790634
"369" "LETRA" "LTB092018" 2018-07-20 "022 BCV" "LTBS00918-0020" 2018-09-26 68 2 173181593000 99.3246 99.3246 99.3246 0 0 3.59996119674629
"370" "LETRA" "LTB102018" 2018-07-20 "022 BCV" "LTBS01018-0035" 2018-10-10 82 7 5e+11 99.1307 99.1307 99.1307 0 0 3.84990625950412
"371" "VEBONO" "VEBONO062028" 2018-07-23 "022 BCV" "DPBS03507-0010" 2028-06-22 3622 11 1e+12 100.0313 100.0313 100.0313 9.25 4 9.23629374629549
"372" "VEBONO" "VEBONO012029" 2018-07-23 "022 BCV" "DPBS03507-0029" 2029-01-04 3818 2 3e+10 100.2417 100.273 100.25735 9.5 4 9.45233921744677
"373" "TIF" "TIF122029" 2018-07-23 "022 BCV" "DPBS03508-0028" 2029-12-27 4175 2 4.4e+10 100.8227 100.854 100.83835 9.5 4 9.37139842845429
"374" "VEBONO" "VEBONO032034" 2018-07-23 "022 BCV" "DPBS02911-0012" 2034-03-30 5729 2 290698000 128.0156 128.0469 128.03125 13.63 4 10.0503759948231
"375" "TIF" "TIF092034" 2018-07-23 "022 BCV" "DPBS02909-0017" 2034-09-21 5904 2 308262000 131.5156 131.5469 131.53125 14 4 10.028341122695
"376" "VEBONO" "VEBONO032035" 2018-07-23 "022 BCV" "DPBS02909-0044" 2035-03-15 6079 2 405028000 115.5 115.5313 115.51565 13.51 4 11.4070160321608
"377" "TIF" "TIF092035" 2018-07-23 "022 BCV" "DPBS02909-0035" 2035-09-27 6275 2 615172000 115.5 115.5313 115.51565 13.75 4 11.6401864181654
"378" "TIF" "TIF052036" 2018-07-23 "022 BCV" "DPBS02909-0062" 2036-05-22 6513 2 1378948000 128.2156 128.2469 128.231249999999 13.5 4 10.0664949125027
"379" "VEBONO" "VEBONO122036" 2018-07-23 "022 BCV" "DPBS02909-0053" 2036-12-04 6709 2 1328392000 128.0156 128.0469 128.03125 13.38 4 10.0173071727058
"380" "TIF" "TIF012037" 2018-07-23 "022 BCV" "DPBS02909-0080" 2037-01-29 6765 2 5.35e+08 115 115.0313 115.01565 13.25 4 11.3010727190836
"381" "VEBONO" "VEBONO082037" 2018-07-23 "022 BCV" "DPBS02909-0071" 2037-08-06 6954 2 521860000 115 115.0313 115.01565 13.17 4 11.2394515595515
"382" "Valores Fin." "Valores Fin.062024" 2018-07-25 "022 BCV" "VFBS00624-0019" 2024-06-28 2165 1 2.7356e+10 104.25 104.25 104.25 10 2 9.03761766644
"383" "VEBONO" "VEBONO012029" 2018-07-26 "022 BCV" "DPBS03507-0029" 2029-01-04 3815 6 5e+11 100.0313 100.0313 100.0313 9.5 4 9.48650285497772
"384" "TIF" "TIF122029" 2018-07-26 "022 BCV" "DPBS03508-0028" 2029-12-27 4172 6 5e+11 100.0313 100.0313 100.0313 9.5 4 9.48703467309437
"385" "LETRA" "LTB112018" 2018-07-26 "022 BCV" "LTBS01118-0025" 2018-11-07 104 10 9e+11 98.8882 98.8882 98.8882 0 0 3.89180757819278
"386" "TICC" "TICC032019" 2018-07-27 "022 BCV" "DPUS05187-0014" 2019-03-21 237 5 1688000 100.0313 100.0625 100.051807345972 5.25 2 5.06599904842497
"387" "VEBONO" "VEBONO012029" 2018-07-30 "022 BCV" "DPBS03507-0029" 2029-01-04 3811 1 5e+10 100.2 100.2 100.2 9.5 4 9.46079847586994
"388" "VEBONO" "VEBONO092029" 2018-07-30 "022 BCV" "DPBS03454-0037" 2029-09-13 4063 1 5e+07 103.5 103.5 103.5 8.23 4 7.75082333720327
"389" "TIF" "TIF112029" 2018-07-30 "022 BCV" "DPBS03456-0017" 2029-11-01 4112 1 5e+07 101.75 101.75 101.75 8.25 4 8.00637631241594
"390" "TIF" "TIF122029" 2018-07-30 "022 BCV" "DPBS03508-0028" 2029-12-27 4168 1 5e+10 100.2 100.2 100.2 9.5 4 9.46265146506793
"391" "LETRA" "LTB102018" 2018-07-30 "022 BCV" "LTBS01018-0035" 2018-10-10 72 1 1e+08 99.149 99.149 99.149 0 0 4.2915208423685
"392" "VEBONO" "VEBONO012029" 2018-07-31 "022 BCV" "DPBS03507-0029" 2029-01-04 3810 2 1e+11 100.2313 100.2626 100.24695 9.5 4 9.45365560920379
"393" "VEBONO" "VEBONO092029" 2018-07-31 "022 BCV" "DPBS03454-0037" 2029-09-13 4062 2 1e+08 103.5313 103.5626 103.54695 8.23 4 7.74455737958819
"394" "TIF" "TIF112029" 2018-07-31 "022 BCV" "DPBS03456-0017" 2029-11-01 4111 2 1e+08 101.7813 101.8126 101.79695 8.25 4 8.00007580981594
"395" "TIF" "TIF122029" 2018-07-31 "022 BCV" "DPBS03508-0028" 2029-12-27 4167 2 1e+11 100.2313 100.2626 100.24695 9.5 4 9.45587573845241
"396" "LETRA" "LTB102018" 2018-07-31 "022 BCV" "LTBS01018-0035" 2018-10-10 71 2 2e+08 99.1803 99.2116 99.19595 0 0 4.10991904350595
"397" "VEBONO" "VEBONO042029" 2018-08-02 "022 BCV" "DPBS03508-0046" 2029-04-12 3906 28 2.5e+12 100.0313 100.0313 100.0313 12 4 11.9824011492267
"398" "LETRA" "LTB102018" 2018-08-02 "022 BCV" "LTBS01018-0035" 2018-10-10 69 6 5.17e+11 99.2392 99.2392 99.2392 0 0 3.99982194974143
"399" "LETRA" "LTB102018" 2018-08-02 "022 BCV" "LTBS01018-0017" 2018-10-17 76 8 5.012e+11 99.1313 99.1626 99.1625625299281 0 0 4.00030915655742
"400" "VEBONO" "VEBONO042029" 2018-08-06 "022 BCV" "DPBS03508-0046" 2029-04-12 3902 4 1.104e+11 100 100.0322 100.016465217391 12 4 11.9846945199581
"401" "LETRA" "LTB082018" 2018-08-06 "022 BCV" "LTBS00818-0012" 2018-08-15 9 1 1.05e+08 99.95 99.95 99.95 0 0 2.00100050025043
"402" "LETRA" "LTB102018" 2018-08-08 "022 BCV" "LTBS01018-0026" 2018-10-03 56 3 2.25e+11 99.2282 99.2282 99.2282 0 0 5.00016268416778
"403" "LETRA" "LTB112018" 2018-08-08 "022 BCV" "LTBS01118-0016" 2018-11-21 105 20 1.8e+12 98.7585 98.8193 98.7889 0 0 4.20324839849704
"404" "VEBONO" "VEBONO032034" 2018-08-14 "022 BCV" "DPBS02911-0012" 2034-03-30 5707 1 3e+08 126.2 126.2 126.2 13.63 4 10.2403358413186
"405" "TIF" "TIF052036" 2018-08-14 "022 BCV" "DPBS02909-0062" 2036-05-22 6491 1 1686700000 128.199999999999 128.2 128.199999999999 13.5 4 10.0666812173658
"406" "VEBONO" "VEBONO122036" 2018-08-14 "022 BCV" "DPBS02909-0053" 2036-12-04 6687 1 1214200000 126.2 126.2 126.2 13.38 4 10.1962784896381
"407" "VEBONO" "VEBONO032034" 2018-08-15 "022 BCV" "DPBS02911-0012" 2034-03-30 5706 2 6e+08 126.2 126.2156 126.2078 13.63 4 10.2392876683308
"408" "TIF" "TIF052036" 2018-08-15 "022 BCV" "DPBS02909-0062" 2036-05-22 6490 2 3373400000 128.199999999999 128.2156 128.207799999999 13.5 4 10.0657824285207
"409" "VEBONO" "VEBONO122036" 2018-08-15 "022 BCV" "DPBS02909-0053" 2036-12-04 6686 2 2428400000 126.2 126.2156 126.2078 13.38 4 10.1953813348851
"410" "LETRA" "LTB112018" 2018-08-15 "022 BCV" "LTBS01118-0043" 2018-11-28 105 7 4.8e+11 98.7467 98.8404 98.77049375 0 0 4.26792439720895
"411" "LETRA" "LTB112018" 2018-08-16 "022 BCV" "LTBS01118-0043" 2018-11-28 104 2 1.5e+11 98.8354 98.8354 98.8354 0 0 4.0788095078359
"412" "LETRA" "LTB112018" 2018-08-23 "022 BCV" "LTBS01118-0016" 2018-11-21 90 1 417 99.09 99.09 99.09 0 0 3.67342819658898
"413" "LETRA" "LTB122018" 2018-08-23 "022 BCV" "LTBS01218-0024" 2018-12-05 104 3 14850000 98.7688 98.8153 98.7730272727273 0 0 4.29997278000401
"414" "LETRA" "LTB022019" 2018-08-23 "022 BCV" "LTBS00219-0017" 2019-02-20 181 1 7500000 97.0434 97.0434 97.0434 0 0 6.05969121727014
"415" "LETRA" "LTB102018" 2018-08-24 "022 BCV" "LTBS01018-0035" 2018-10-10 47 1 4497000 98.885 98.885 98.885 0 0 8.63672501584155
"416" "LETRA" "LTB102018" 2018-08-24 "022 BCV" "LTBS01018-0017" 2018-10-17 54 2 9e+06 98.885 98.885 98.885 0 0 7.51714955082505
"417" "LETRA" "LTB112018" 2018-08-24 "022 BCV" "LTBS01118-0025" 2018-11-07 75 1 2800000 98.885 98.885 98.885 0 0 5.41234767659404
"418" "LETRA" "LTB112018" 2018-08-24 "022 BCV" "LTBS01118-0016" 2018-11-21 89 1 417 99.1213 99.1213 99.1213 0 0 3.58580056439071
"419" "LETRA" "LTB122018" 2018-08-24 "022 BCV" "LTBS01218-0024" 2018-12-05 103 1 1350000 98.8466 98.8466 98.8466 0 0 4.07834055078657
"420" "LETRA" "LTB062019" 2018-08-24 "022 BCV" "LTBS00619-0013" 2019-06-26 306 1 43000 98.885 98.885 98.885 0 0 1.32655580308677
"421" "VEBONO" "VEBONO012025" 2018-08-27 "022 BCV" "DPBS00324-0018" 2025-01-09 2327 1 1e+06 100.0313 100.0313 100.0313 15.18 4 15.1470295568206
"422" "VEBONO" "VEBONO122036" 2018-08-28 "022 BCV" "DPBS02909-0053" 2036-12-04 6673 1 2777 128 128 128 13.38 4 10.0157696025462
"423" "TIF" "TIF012037" 2018-08-28 "022 BCV" "DPBS02909-0080" 2037-01-29 6729 1 1250 122.5 122.5 122.5 13.25 4 10.4714545551196
"424" "VEBONO" "VEBONO012025" 2018-08-29 "022 BCV" "DPBS00324-0018" 2025-01-09 2325 2 4e+06 100.001 100.0323 100.01665 15.18 4 15.1506603478047
"425" "LETRA" "LTB092018" 2018-08-29 "022 BCV" "LTBS00918-0011" 2018-09-19 21 1 1050 99.4575 99.4575 99.4575 0 0 9.3507276977605
"426" "LETRA" "LTB122018" 2018-08-29 "022 BCV" "LTBS01218-0033" 2018-12-12 105 1 9e+06 98.7187 98.7187 98.7187 0 0 4.45004702394637
"427" "VEBONO" "VEBONO122036" 2018-08-30 "022 BCV" "DPBS02909-0053" 2036-12-04 6671 1 2777 128.031299999999 128.0313 128.031299999999 13.38 4 10.0124719438053
"428" "TIF" "TIF012037" 2018-08-30 "022 BCV" "DPBS02909-0080" 2037-01-29 6727 1 1250 122.5313 122.5313 122.5313 13.25 4 10.4679137526839
"429" "LETRA" "LTB092018" 2018-08-30 "022 BCV" "LTBS00918-0011" 2018-09-19 20 1 1050 99.4888 99.4888 99.4888 0 0 9.24888027597075
"430" "LETRA" "LTB102018" 2018-08-30 "022 BCV" "LTBS01018-0035" 2018-10-10 41 1 4497000 98.9839 98.9839 98.9839 0 0 9.01343921439391
"431" "LETRA" "LTB102018" 2018-08-30 "022 BCV" "LTBS01018-0017" 2018-10-17 48 2 9e+06 98.9839 98.9839 98.9839 0 0 7.69897932896146
"432" "LETRA" "LTB112018" 2018-08-30 "022 BCV" "LTBS01118-0025" 2018-11-07 69 1 2800000 98.9839 98.9839 98.9839 0 0 5.35581170710363
"433" "LETRA" "LTB062019" 2018-08-30 "022 BCV" "LTBS00619-0013" 2019-06-26 300 1 43000 98.9839 98.9839 98.9839 0 0 1.23183669263383
"434" "VEBONO" "VEBONO012025" 2018-08-31 "022 BCV" "DPBS00324-0018" 2025-01-09 2323 1 2e+06 100 100 100 15.18 4 15.1548080170088
"435" "LETRA" "LTB112018" 2018-08-31 "022 BCV" "LTBS01118-0043" 2018-11-28 89 1 999000 98.9481 98.9481 98.9481 0 0 4.30010925373439
"436" "VEBONO" "VEBONO012025" 2018-09-03 "022 BCV" "DPBS00324-0018" 2025-01-09 2320 1 2e+06 100.0313 100.0313 100.0313 15.18 4 15.1471310288671
"437" "LETRA" "LTB122018" 2018-09-05 "022 BCV" "LTBS01218-0024" 2018-12-05 91 2 1200000 98.9866 99.0179 99.00225 0 0 3.98692237514078
"438" "LETRA" "LTB122018" 2018-09-05 "022 BCV" "LTBS01218-0015" 2018-12-19 105 1 7500000 98.7146 98.7146 98.7146 0 0 4.46447203786039
"439" "VEBONO" "VEBONO012025" 2018-09-07 "022 BCV" "DPBS00324-0018" 2025-01-09 2316 2 160000 100 100.0313 100.01565 15.18 4 15.1511644478217
"440" "LETRA" "LTB102018" 2018-09-11 "022 BCV" "LTBS01018-0035" 2018-10-10 29 1 4500000 98.885 98.885 98.885 0 0 13.9974508877432
"441" "LETRA" "LTB102018" 2018-09-11 "022 BCV" "LTBS01018-0017" 2018-10-17 36 1 4500000 98.885 98.885 98.885 0 0 11.2757243262376
"442" "LETRA" "LTB122018" 2018-09-11 "022 BCV" "LTBS01218-0015" 2018-12-19 99 1 2999750 98.103 98.103 98.103 0 0 7.03157071463851
"443" "LETRA" "LTB122018" 2018-09-12 "022 BCV" "LTBS01218-0042" 2018-12-26 105 2 1.5e+07 98.7151 98.7463 98.7307 0 0 4.40783435576341
"444" "VEBONO" "VEBONO082037" 2018-09-13 "022 BCV" "DPBS02909-0071" 2037-08-06 6902 1 4351 124 124 124 13.24 4 10.3287524081632
"445" "VEBONO" "VEBONO012025" 2018-09-17 "022 BCV" "DPBS00324-0018" 2025-01-09 2306 2 1e+06 100 100.0313 100.01565 15.18 4 15.1518645529801
"446" "VEBONO" "VEBONO082037" 2018-09-17 "022 BCV" "DPBS02909-0071" 2037-08-06 6898 1 4351 124.0313 124.0313 124.0313 13.24 4 10.3250725947158
"447" "LETRA" "LTB102018" 2018-09-17 "022 BCV" "LTBS01018-0026" 2018-10-03 16 1 18500 99.97 99.97 99.97 0 0 0.675202560768084
"448" "LETRA" "LTB122018" 2018-09-17 "022 BCV" "LTBS01218-0024" 2018-12-05 79 1 1e+06 99.1299 99.1299 99.1299 0 0 3.9998150489689
"449" "LETRA" "LTB122018" 2018-09-17 "022 BCV" "LTBS01218-0015" 2018-12-19 93 1 1050 99.5 99.5 99.5 0 0 1.94520992057056
"450" "LETRA" "LTB122018" 2018-09-18 "022 BCV" "LTBS01218-0015" 2018-12-19 92 1 1050 99.5313 99.5313 99.5313 0 0 1.84268011998323
"451" "LETRA" "LTB122018" 2018-09-19 "022 BCV" "LTBS01218-0024" 2018-12-05 77 1 1e+06 99.1612 99.1612 99.1612 0 0 3.95483549781803
"452" "LETRA" "LTB012019" 2018-09-19 "022 BCV" "LTBS00119-0018" 2019-01-02 105 3 20514705 98.6223 98.7316 98.6724957010836 0 0 4.6126767932966
"453" "LETRA" "LTB032019" 2018-09-19 "022 BCV" "LTBS00319-0016" 2019-03-20 182 3 22500000 97.0397 97.1013 97.0602333333332 0 0 5.99104584567935
"454" "VEBONO" "VEBONO012025" 2018-09-21 "022 BCV" "DPBS00324-0018" 2025-01-09 2302 2 60000 100 100.0313 100.01565 15.18 4 15.1522680341828
"455" "LETRA" "LTB102018" 2018-09-25 "022 BCV" "LTBS01018-0035" 2018-10-10 15 1 30000 99.9 99.9 99.9 0 0 2.40240240240208
"456" "LETRA" "LTB062019" 2018-09-25 "022 BCV" "LTBS00619-0013" 2019-06-26 274 1 45000 95.25 95.25 95.25 0 0 6.55210069544227
"457" "VEBONO" "VEBONO012025" 2018-09-26 "022 BCV" "DPBS00324-0018" 2025-01-09 2297 2 98000 100 100.0313 100.01565 15.18 4 15.1528723761311
"458" "LETRA" "LTB102018" 2018-09-26 "022 BCV" "LTBS01018-0035" 2018-10-10 14 1 30000 99.9312999999999 99.9313 99.9312999999999 0 0 1.7677858974857
"459" "LETRA" "LTB012019" 2018-09-26 "022 BCV" "LTBS00119-0027" 2019-01-09 105 1 7500000 98.7368 98.7368 98.7368 0 0 4.38638018304359
"460" "LETRA" "LTB062019" 2018-09-26 "022 BCV" "LTBS00619-0013" 2019-06-26 273 1 45000 95.2813 95.2813 95.2813 0 0 6.53062199871491
"461" "VEBONO" "VEBONO062028" 2018-09-27 "022 BCV" "DPBS03507-0010" 2028-06-22 3556 2 4e+07 100 100.0313 100.01565 9.25 4 9.2433449170052
"462" "VEBONO" "VEBONO062020" 2018-09-28 "022 BCV" "DPBS08771-0027" 2020-06-18 629 1 15 125 125 125 14.43 4 -0.0751958133804909
"463" "VEBONO" "VEBONO122023" 2018-09-28 "022 BCV" "DPBS03618-0024" 2023-12-14 1903 1 3e+07 100.0313 100.0313 100.0313 14.04 4 14.01874172811
"464" "TIF" "TIF032028" 2018-09-28 "022 BCV" "DPBS01632-0011" 2028-03-30 3471 1 200 129 129 129 15.25 4 10.3965387951263
"465" "TIF" "TIF022032" 2018-09-28 "022 BCV" "DPBS02207-0043" 2032-02-19 4892 1 205 131 131 131 14.5 4 10.2142557327306
"466" "TIF" "TIF032033" 2018-09-28 "022 BCV" "DPBS02209-0023" 2033-03-03 5270 1 410 131 131 131 14.5 4 10.3361001669056
"467" "LETRA" "LTB102018" 2018-09-28 "022 BCV" "LTBS01018-0035" 2018-10-10 12 1 406000 99.8918 99.8918 99.8918 0 0 3.2495159762862
"468" "LETRA" "LTB102018" 2018-10-02 "022 BCV" "LTBS01018-0017" 2018-10-17 15 2 2e+05 99 99.0313 99.01565 0 0 23.8592586121488
