"Tipo.Instrumento" "Nombre" "Fecha.op" "Fuente" "Sicet" "F.Vencimiento" "Plazo" "Op" "Monto" "Pre.min" "Pre.max" "Pre.prom" "Cupon" "Frecuencia" "Rendimiento"
"TIF" "TIF032033" 2016-12-02 "022 BCV" "DPBS02209-0023" 2033-03-03 5935 5 330273000 101.0953 116 108.1154003 14.5 4 13.27029053
"VEBONO" "VEBONO072033" 2016-12-02 "022 BCV" "DPBS02209-0014" 2033-07-21 6075 4 226695000 101.2108 112.8626 105.6695565 14.57 4 13.68677332
"VEBONO" "VEBONO022024" 2016-12-06 "022 BCV" "DPBS00760-0025" 2024-02-22 2634 2 6.72e+08 128 128.25 128.125 15.4 4 9.885021496
"VEBONO" "VEBONO022025" 2016-12-06 "022 BCV" "DPBS00760-0016" 2025-02-27 3005 1 1.03e+08 128.5 128.5 128.5 15.9 4 10.64217237
"TIF" "TIF022029" 2016-12-06 "022 BCV" "DPBS01632-0020" 2029-02-15 4454 1 8e+07 121.75 121.75 121.75 15.5 4 12.05761489
"TIF" "TIF032033" 2016-12-06 "022 BCV" "DPBS02209-0023" 2033-03-03 5931 2 6e+07 114.75 114.8 114.775 14.5 4 12.37792047
"VEBONO" "VEBONO072033" 2016-12-06 "022 BCV" "DPBS02209-0014" 2033-07-21 6071 3 91165000 114.75 114.8 114.7664537 14.57 4 12.44354536
"TIF" "TIF022029" 2016-12-07 "022 BCV" "DPBS01632-0020" 2029-02-15 4453 2 136270000 121.5 125.5 123.5 15.5 4 11.82214431
"TIF" "TIF032033" 2016-12-07 "022 BCV" "DPBS02209-0023" 2033-03-03 5930 3 525736000 111 115.1 111.5401951 14.5 4 12.80296589
"VEBONO" "VEBONO072033" 2016-12-07 "022 BCV" "DPBS02209-0014" 2033-07-21 6070 2 7e+07 115 115.1 115.0571429 14.57 4 12.40637237
"LETRA" "LTB022017" 2016-12-07 "022 BCV" "LTBS00217-0046" 2017-02-22 77 1 7.5e+07 99.8825 99.8825 99.8825 0 0 0.549996896
"LETRA" "LTB032017" 2016-12-07 "022 BCV" "LTBS00317-0045" 2017-03-22 105 6 4.25e+08 99.7825 99.7838 99.78364706 0 0 0.743389858
"VEBONO" "VEBONO022024" 2016-12-08 "022 BCV" "DPBS00760-0025" 2024-02-22 2632 2 3e+08 128.25 129 128.625 15.4 4 9.79966018
"VEBONO" "VEBONO042028" 2016-12-08 "022 BCV" "DPBS01632-0039" 2028-04-20 4151 2 1.4e+08 103.0625 103.0938 103.07815 15.69 4 15.09988666
"VEBONO" "VEBONO032031" 2016-12-08 "022 BCV" "DPBS02207-0016" 2031-03-13 5208 1 344562000 116.85 116.85 116.85 15.7 4 13.07164865
"TIF" "TIF032033" 2016-12-08 "022 BCV" "DPBS02209-0023" 2033-03-03 5929 10 880999000 101.1524 116.5 111.9514407 14.5 4 12.74765078
"VEBONO" "VEBONO072033" 2016-12-08 "022 BCV" "DPBS02209-0014" 2033-07-21 6069 12 711772000 101.0682 116.5 113.3321415 14.57 4 12.62853935
"LETRA" "LTB032017" 2016-12-08 "022 BCV" "LTBS00317-0036" 2017-03-08 90 2 102166000 99.5892 99.8876 99.63203553 0 0 1.47729381
"TIF" "TIF042018" 2016-12-09 "022 BCV" "DPBS08773-0016" 2018-04-12 489 1 40795011 120.5153 120.5153 120.5153 18 4 2.372642549
"VEBONO" "VEBONO022022" 2016-12-09 "022 BCV" "DPBS09345-0023" 2022-02-10 1889 1 40795011 129 129 129 14.95 4 8.025289462
"VEBONO" "VEBONO042024" 2016-12-09 "022 BCV" "DPBS09347-0012" 2024-04-18 2687 2 2e+07 126 126.25 126.125 15.51 4 10.37232988
"VEBONO" "VEBONO032031" 2016-12-09 "022 BCV" "DPBS02207-0016" 2031-03-13 5207 2 689124000 116.8813 116.9125 116.8969 15.7 4 13.06513569
"TIF" "TIF032033" 2016-12-09 "022 BCV" "DPBS02209-0023" 2033-03-03 5928 9 531344900 105 116.5313 111.3217409 14.5 4 12.83208832
"VEBONO" "VEBONO072033" 2016-12-09 "022 BCV" "DPBS02209-0014" 2033-07-21 6068 8 820727650 105 116.5313 111.4355594 14.57 4 12.87924958
"LETRA" "LTB122016" 2016-12-09 "022 BCV" "LTBS01216-0044" 2016-12-28 19 1 1.5e+08 99.9367 99.9367 99.9367 0 0 1.200128102
"VEBONO" "VEBONO042024" 2016-12-13 "022 BCV" "DPBS09347-0012" 2024-04-18 2683 2 2.1e+08 129 129 129 15.51 4 9.892358991
"VEBONO" "VEBONO032031" 2016-12-13 "022 BCV" "DPBS02207-0016" 2031-03-13 5203 1 1.15e+08 106 106 106 15.7 4 14.68926712
"TIF" "TIF032033" 2016-12-13 "022 BCV" "DPBS02209-0023" 2033-03-03 5924 4 177842100 115.65 116.5313 116.2659241 14.5 4 12.18711403
"VEBONO" "VEBONO072033" 2016-12-13 "022 BCV" "DPBS02209-0014" 2033-07-21 6064 4 435059350 106 116.5313 107.9555083 14.57 4 13.35782608
"LETRA" "LTB122016" 2016-12-13 "022 BCV" "LTBS01216-0044" 2016-12-28 15 1 1.5e+08 99.9679 99.9679 99.9679 0 0 0.770647378
"VEBONO" "VEBONO012023" 2016-12-14 "022 BCV" "DPBS09345-0032" 2023-01-19 2227 1 1e+08 129.25 129.25 129.25 15.26 4 8.962681549
"VEBONO" "VEBONO032031" 2016-12-14 "022 BCV" "DPBS02207-0016" 2031-03-13 5202 1 1.15e+08 106 106 106 15.7 4 14.68908617
"TIF" "TIF032033" 2016-12-14 "022 BCV" "DPBS02209-0023" 2033-03-03 5923 1 1.25e+08 116.5 116.5 116.5 14.5 4 12.15752421
"VEBONO" "VEBONO072033" 2016-12-14 "022 BCV" "DPBS02209-0014" 2033-07-21 6063 2 470091000 106 116.5 108.6803321 14.57 4 13.25598322
"LETRA" "LTB032017" 2016-12-14 "022 BCV" "LTBS00317-0054" 2017-03-29 105 5 231500000 99.8043 99.8492 99.83698726 0 0 0.5598134
"VEBONO" "VEBONO052029" 2016-12-15 "022 BCV" "DPBS01632-0057" 2029-05-10 4529 1 2.5e+08 121.55 121.55 121.55 15.62 4 12.209782
"TIF" "TIF032033" 2016-12-15 "022 BCV" "DPBS02209-0023" 2033-03-03 5922 6 521772000 106 116.5313 112.7622046 14.5 4 12.6387658
"VEBONO" "VEBONO072033" 2016-12-15 "022 BCV" "DPBS02209-0014" 2033-07-21 6062 6 522524000 106 116.5313 112.7241075 14.57 4 12.7076631
"LETRA" "LTB032017" 2016-12-15 "022 BCV" "LTBS00317-0018" 2017-03-15 90 2 162500000 99.7506 99.9001 99.8196 0 0 0.722904119
"TIF" "TIF022021" 2016-12-16 "022 BCV" "DPBS09345-0014" 2021-02-04 1511 1 1e+08 128.5 128.5 128.5 16.5 4 8.269044571
"VEBONO" "VEBONO052029" 2016-12-16 "022 BCV" "DPBS01632-0057" 2029-05-10 4528 1 2.5e+08 121.5813 121.5813 121.5813 15.62 4 12.205226
"TIF" "TIF032033" 2016-12-16 "022 BCV" "DPBS02209-0023" 2033-03-03 5921 6 379810000 110.01 116.5313 112.6252645 14.5 4 12.65674078
"VEBONO" "VEBONO072033" 2016-12-16 "022 BCV" "DPBS02209-0014" 2033-07-21 6061 7 537585000 109.51 120 114.3085449 14.57 4 12.50138108
"LETRA" "LTB012017" 2016-12-16 "022 BCV" "LTBS00117-0029" 2017-01-04 19 1 2.5e+07 99 99 99 0 0 19.13875598
"LETRA" "LTB092017" 2016-12-16 "022 BCV" "LTBS00917-0012" 2017-09-20 278 1 6.3e+07 98.1 98.1 98.1 0 0 2.508085275
"TIF" "TIF042018" 2016-12-19 "022 BCV" "DPBS08773-0016" 2018-04-12 479 1 78157775 120.4843 120.4843 120.4843 18 4 2.105731821
"TIF" "TIF022032" 2016-12-19 "022 BCV" "DPBS02207-0043" 2032-02-19 5540 1 1.5e+08 115 115 115 14.5 4 12.29316369
"VEBONO" "VEBONO062032" 2016-12-19 "022 BCV" "DPBS02207-0052" 2032-06-17 5659 1 1.5e+08 114.625 114.625 114.625 14.68 4 12.52946502
"TIF" "TIF032033" 2016-12-19 "022 BCV" "DPBS02209-0023" 2033-03-03 5918 3 76962000 101.1179 116.5313 112.5339637 14.5 4 12.66841118
"VEBONO" "VEBONO072033" 2016-12-19 "022 BCV" "DPBS02209-0014" 2033-07-21 6058 4 751422000 101.024 118 117.4417327 14.57 4 12.10657233
"LETRA" "LTB012017" 2016-12-19 "022 BCV" "LTBS00117-0029" 2017-01-04 16 1 2.5e+07 99.0313 99.0313 99.0313 0 0 22.00895071
"LETRA" "LTB092017" 2016-12-19 "022 BCV" "LTBS00917-0012" 2017-09-20 275 1 6.3e+07 98.1313 98.1313 98.1313 0 0 2.49288268
"TIF" "TIF042018" 2016-12-20 "022 BCV" "DPBS08773-0016" 2018-04-12 478 1 426871451 117.5 117.5 117.5 18 4 4.162017694
"TIF" "TIF022021" 2016-12-20 "022 BCV" "DPBS09345-0014" 2021-02-04 1507 1 2e+08 129.5 129.5 129.5 16.5 4 8.00737741
"VEBONO" "VEBONO022022" 2016-12-20 "022 BCV" "DPBS09345-0023" 2022-02-10 1878 2 1863782118 127.3375 127.4 127.36875 14.95 4 8.331900466
"TIF" "TIF032031" 2016-12-20 "022 BCV" "DPBS02207-0025" 2031-03-13 5196 1 1.21e+08 111.66 111.66 111.66 15 4 13.17470536
"TIF" "TIF022032" 2016-12-20 "022 BCV" "DPBS02207-0043" 2032-02-19 5539 4 1331448000 113.34 115.0413 114.507808 14.5 4 12.357597
"TIF" "TIF032032" 2016-12-20 "022 BCV" "DPBS02207-0034" 2032-03-25 5574 1 133171000 115 115 115 15.25 4 12.97380767
"VEBONO" "VEBONO062032" 2016-12-20 "022 BCV" "DPBS02207-0052" 2032-06-17 5658 4 7.42e+08 114.635 116.5 114.9167049 14.68 4 12.49090236
"TIF" "TIF032033" 2016-12-20 "022 BCV" "DPBS02209-0023" 2033-03-03 5917 1 1.8e+08 112.15 112.15 112.15 14.5 4 12.7193537
"VEBONO" "VEBONO072033" 2016-12-20 "022 BCV" "DPBS02209-0014" 2033-07-21 6057 3 906544000 112.67 118.5 116.9692723 14.57 4 12.16489209
"VEBONO" "VEBONO112017" 2016-12-21 "022 BCV" "DPBS07989-0045" 2017-11-23 337 1 1.3e+07 109.5 109.5 109.5 13.92 4 3.387125229
"TIF" "TIF042018" 2016-12-21 "022 BCV" "DPBS08773-0016" 2018-04-12 477 2 853742902 117.5313 117.5938 117.56255 18 4 4.091865397
"VEBONO" "VEBONO032031" 2016-12-21 "022 BCV" "DPBS02207-0016" 2031-03-13 5195 1 143854000 118 118 118 15.7 4 12.91833437
"TIF" "TIF032031" 2016-12-21 "022 BCV" "DPBS02207-0025" 2031-03-13 5195 1 1.21e+08 111.6756 111.6756 111.6756 15 4 13.17227523
"TIF" "TIF022032" 2016-12-21 "022 BCV" "DPBS02207-0043" 2032-02-19 5538 5 2483113000 113.3556 115.0438 114.4530421 14.5 4 12.3646614
"TIF" "TIF032032" 2016-12-21 "022 BCV" "DPBS02207-0034" 2032-03-25 5573 1 133171000 115.01 115.01 115.01 15.25 4 12.97241918
"VEBONO" "VEBONO062032" 2016-12-21 "022 BCV" "DPBS02207-0052" 2032-06-17 5657 3 1.5e+09 111.75 115.0126 113.4817067 14.68 4 12.68098417
"TIF" "TIF032033" 2016-12-21 "022 BCV" "DPBS02209-0023" 2033-03-03 5916 1 1.8e+08 112.1656 112.1656 112.1656 14.5 4 12.71713586
"VEBONO" "VEBONO072033" 2016-12-21 "022 BCV" "DPBS02209-0014" 2033-07-21 6056 2 8.8e+08 111.75 112.6856 111.9413727 14.57 4 12.81092121
"LETRA" "LTB032017" 2016-12-21 "022 BCV" "LTBS00317-0045" 2017-03-22 91 1 6e+07 99.7101 99.7101 99.7101 0 0 1.150191548
"LETRA" "LTB042017" 2016-12-21 "022 BCV" "LTBS00417-0035" 2017-04-05 105 6 2.55e+08 99.8857 99.9184 99.91455294 0 0 0.293211885
"VEBONO" "VEBONO112017" 2016-12-22 "022 BCV" "DPBS07989-0045" 2017-11-23 336 1 1.3e+07 109.5313 109.5313 109.5313 13.92 4 3.32526596
"VEBONO" "VEBONO032031" 2016-12-22 "022 BCV" "DPBS02207-0016" 2031-03-13 5194 2 287708000 118.0156 118.0313 118.02345 15.7 4 12.91491271
"TIF" "TIF022032" 2016-12-22 "022 BCV" "DPBS02207-0043" 2032-02-19 5537 4 1.3e+09 112.75 115.0313 113.9255077 14.5 4 12.43428771
"VEBONO" "VEBONO062032" 2016-12-22 "022 BCV" "DPBS02207-0052" 2032-06-17 5656 1 345638000 118 118 118 14.68 4 12.09414193
"TIF" "TIF032033" 2016-12-22 "022 BCV" "DPBS02209-0023" 2033-03-03 5915 3 487346000 112.5 115 114.6152631 14.5 4 12.39587271
"VEBONO" "VEBONO072033" 2016-12-22 "022 BCV" "DPBS02209-0014" 2033-07-21 6055 2 379166000 112.5 112.75 112.6931872 14.57 4 12.71129428
"LETRA" "LTB032017" 2016-12-22 "022 BCV" "LTBS00317-0045" 2017-03-22 90 1 27500000 99.7133 99.7133 99.7133 0 0 1.150097329
"VEBONO" "VEBONO062032" 2016-12-23 "022 BCV" "DPBS02207-0052" 2032-06-17 5655 2 691276000 118 118.0156 118.0078 14.68 4 12.09295227
"TIF" "TIF032033" 2016-12-23 "022 BCV" "DPBS02209-0023" 2033-03-03 5914 5 899692000 112.5156 115.0313 114.805264 14.5 4 12.37127715
"VEBONO" "VEBONO072033" 2016-12-23 "022 BCV" "DPBS02209-0014" 2033-07-21 6054 2 261166000 112.5156 115 114.1803266 14.57 4 12.51739602
"VEBONO" "VEBONO022022" 2016-12-26 "022 BCV" "DPBS09345-0023" 2022-02-10 1872 4 1863782118 127.1509 127.2134 127.18215 14.95 4 8.355785204
"VEBONO" "VEBONO062032" 2016-12-26 "022 BCV" "DPBS02207-0052" 2032-06-17 5652 1 381056000 118 118 118 14.68 4 12.09332091
"TIF" "TIF032033" 2016-12-26 "022 BCV" "DPBS02209-0023" 2033-03-03 5911 1 5e+08 110 110 110 14.5 4 13.00998046
"VEBONO" "VEBONO072033" 2016-12-26 "022 BCV" "DPBS02209-0014" 2033-07-21 6051 2 3.5e+08 115.0156 115.0313 115.02345 14.57 4 12.40909329
"LETRA" "LTB032017" 2016-12-26 "022 BCV" "LTBS00317-0018" 2017-03-15 79 1 1.5e+08 99.75 99.75 99.75 0 0 1.142095746
"LETRA" "LTB042017" 2016-12-26 "022 BCV" "LTBS00417-0026" 2017-04-12 107 1 7.5e+07 99.79 99.79 99.79 0 0 0.708028917
"VEBONO" "VEBONO062032" 2016-12-27 "022 BCV" "DPBS02207-0052" 2032-06-17 5651 2 762112000 118 118.0156 118.0078 14.68 4 12.09213749
"TIF" "TIF032033" 2016-12-27 "022 BCV" "DPBS02209-0023" 2033-03-03 5910 5 2012837000 110 117 111.3270498 14.5 4 12.82891079
"VEBONO" "VEBONO072033" 2016-12-27 "022 BCV" "DPBS02209-0014" 2033-07-21 6050 1 3e+07 117 117 117 14.57 4 12.16048826
"LETRA" "LTB032017" 2016-12-27 "022 BCV" "LTBS00317-0018" 2017-03-15 78 1 1.5e+08 99.7813 99.7813 99.7813 0 0 1.011596978
"LETRA" "LTB042017" 2016-12-27 "022 BCV" "LTBS00417-0026" 2017-04-12 106 1 7.5e+07 99.8213 99.8213 99.8213 0 0 0.607992142
"TIF" "TIF012026" 2016-12-28 "022 BCV" "DPBS00760-0034" 2026-01-08 3298 1 5.7e+07 126.75 126.75 126.75 15 4 10.38414808
"TIF" "TIF022030" 2016-12-28 "022 BCV" "DPBS01632-0048" 2030-02-28 4810 1 64381000 115 115 115 15.65 4 13.22777217
"TIF" "TIF032031" 2016-12-28 "022 BCV" "DPBS02207-0025" 2031-03-13 5188 1 28248000 113 113 113 15 4 12.98279316
"TIF" "TIF032033" 2016-12-28 "022 BCV" "DPBS02209-0023" 2033-03-03 5909 5 2305674000 110.0313 115.0156 112.707604 14.5 4 12.64419098
"VEBONO" "VEBONO072033" 2016-12-28 "022 BCV" "DPBS02209-0014" 2033-07-21 6049 1 3.4e+08 114 114 114 14.57 4 12.5403848
"LETRA" "LTB032017" 2016-12-28 "022 BCV" "LTBS00317-0036" 2017-03-08 70 2 96668000 99.8835 99.9126 99.89052424 0 0 0.563635229
"VEBONO" "VEBONO042019" 2016-12-29 "022 BCV" "DPBS08773-0025" 2019-04-18 840 1 67400414 116.2134 116.2134 116.2134 14.79 4 7.065937197
"TIF" "TIF032028" 2016-12-29 "022 BCV" "DPBS01632-0011" 2028-03-30 4109 1 7e+07 116.51 116.51 116.51 15.25 4 12.49110454
"VEBONO" "VEBONO042028" 2016-12-29 "022 BCV" "DPBS01632-0039" 2028-04-20 4130 2 3.98e+08 127.15 127.75 127.6896985 15.69 4 11.30626179
"TIF" "TIF022030" 2016-12-29 "022 BCV" "DPBS01632-0048" 2030-02-28 4809 1 64381000 115.0156 115.0156 115.0156 15.65 4 13.22530572
"TIF" "TIF032031" 2016-12-29 "022 BCV" "DPBS02207-0025" 2031-03-13 5187 1 28248000 113.0156 113.0156 113.0156 15 4 12.98040933
"TIF" "TIF022032" 2016-12-29 "022 BCV" "DPBS02207-0043" 2032-02-19 5530 1 2.6e+08 115 115 115 14.5 4 12.29168873
"TIF" "TIF032033" 2016-12-29 "022 BCV" "DPBS02209-0023" 2033-03-03 5908 4 557345000 112.5 119.9687 114.7741551 14.5 4 12.37442001
"VEBONO" "VEBONO072033" 2016-12-29 "022 BCV" "DPBS02209-0014" 2033-07-21 6048 4 585485000 112.5 118 114.8338887 14.57 4 12.43310254
"VEBONO" "VEBONO042028" 2016-12-30 "022 BCV" "DPBS01632-0039" 2028-04-20 4129 2 7.16e+08 127.7814 127.8126 127.797 15.69 4 11.29172247
"TIF" "TIF032033" 2016-12-30 "022 BCV" "DPBS02209-0023" 2033-03-03 5907 3 308924000 116 120 116.9063718 14.5 4 12.10408668
"VEBONO" "VEBONO072033" 2016-12-30 "022 BCV" "DPBS02209-0014" 2033-07-21 6047 1 229756000 116 116 116 14.57 4 12.28517399
"TIF" "TIF032028" 2017-01-02 "022 BCV" "DPBS01632-0011" 2028-03-30 4105 1 7e+07 116.51 116.51 116.51 15.25 4 12.4961013855025
"VEBONO" "VEBONO042028" 2017-01-02 "022 BCV" "DPBS01632-0039" 2028-04-20 4126 1 4e+07 127.15 127.15 127.15 15.69 4 11.376016114026
"TIF" "TIF022032" 2017-01-02 "022 BCV" "DPBS02207-0043" 2032-02-19 5526 2 5.2e+08 115.0156 115.0469 115.03125 14.5 4 12.2870571936358
"TIF" "TIF032033" 2017-01-02 "022 BCV" "DPBS02209-0023" 2033-03-03 5904 1 92345000 112.5 112.5 112.5 14.5 4 12.6711130994738
"VEBONO" "VEBONO072033" 2017-01-02 "022 BCV" "DPBS02209-0014" 2033-07-21 6044 1 83680000 112.5 112.5 112.5 14.57 4 12.7362844085643
"TIF" "TIF042018" 2017-01-03 "022 BCV" "DPBS08773-0016" 2018-04-12 464 1 1.03e+08 119.4275 119.4275 119.4275 18 4 2.40171950754675
"VEBONO" "VEBONO062032" 2017-01-03 "022 BCV" "DPBS02207-0052" 2032-06-17 5644 1 7e+08 111.75 111.75 111.75 14.68 4 12.9136819795043
"VEBONO" "VEBONO072033" 2017-01-03 "022 BCV" "DPBS02209-0014" 2033-07-21 6043 1 7e+08 111.75 111.75 111.75 14.57 4 12.8359296480417
"TIF" "TIF022032" 2017-01-05 "022 BCV" "DPBS02207-0043" 2032-02-19 5523 1 53536000 119.15 119.15 119.15 14.5 4 11.7623737188121
"VEBONO" "VEBONO062032" 2017-01-05 "022 BCV" "DPBS02207-0052" 2032-06-17 5642 1 5.4e+07 119.15 119.15 119.15 14.39 4 11.6952248700298
"TIF" "TIF032033" 2017-01-05 "022 BCV" "DPBS02209-0023" 2033-03-03 5901 3 142345000 117.6 123.25 119.607337806035 14.5 4 11.7719115437523
"VEBONO" "VEBONO072033" 2017-01-05 "022 BCV" "DPBS02209-0014" 2033-07-21 6041 2 83680000 117.6 117.7 117.640248565966 14.57 4 12.080732897524
"TIF" "TIF022032" 2017-01-06 "022 BCV" "DPBS02207-0043" 2032-02-19 5522 1 3e+08 112.75 112.75 112.75 14.5 4 12.5898100835941
"TIF" "TIF032033" 2017-01-06 "022 BCV" "DPBS02209-0023" 2033-03-03 5900 2 82247000 120 121.05 120.637070045108 14.5 4 11.6485429009911
"VEBONO" "VEBONO072033" 2017-01-06 "022 BCV" "DPBS02209-0014" 2033-07-21 6040 4 5.43e+08 112.75 123.25 117.492173112339 14.57 4 12.0989007350548
"TIF" "TIF042018" 2017-01-10 "022 BCV" "DPBS08773-0016" 2018-04-12 457 1 27228103 119.231 119.231 119.231 18 4 2.33205787628501
"VEBONO" "VEBONO012020" 2017-01-10 "022 BCV" "DPBS08771-0018" 2020-01-02 1087 1 59154000 124 124 124 14.79 4 5.93660700171288
"TIF" "TIF032033" 2017-01-10 "022 BCV" "DPBS02209-0023" 2033-03-03 5896 1 4e+07 123.3 123.3 123.3 14.5 4 11.3367589367987
"VEBONO" "VEBONO062032" 2017-01-11 "022 BCV" "DPBS02207-0052" 2032-06-17 5636 1 1.6e+07 119.75 119.75 119.75 14.39 4 11.6208777124473
"TIF" "TIF042018" 2017-01-12 "022 BCV" "DPBS08773-0016" 2018-04-12 455 1 6e+07 119.4 119.4 119.4 18 4 2.22057153007906
"TIF" "TIF082018" 2017-01-12 "022 BCV" "DPBS08773-0034" 2018-08-23 588 1 1e+07 114.45 114.45 114.45 16 4 6.45218036797859
"TIF" "TIF032033" 2017-01-12 "022 BCV" "DPBS02209-0023" 2033-03-03 5894 1 2e+08 121.75 121.75 121.75 14.5 4 11.5162392297574
"TIF" "TIF042018" 2017-01-13 "022 BCV" "DPBS08773-0016" 2018-04-12 454 3 3.6e+08 119.4313 120.2656 120.12655 18 4 1.66154232645734
"TIF" "TIF082018" 2017-01-13 "022 BCV" "DPBS08773-0034" 2018-08-23 587 1 1e+07 114.4813 114.4813 114.4813 16 4 6.41892975776912
"TIF" "TIF032033" 2017-01-13 "022 BCV" "DPBS02209-0023" 2033-03-03 5893 1 1e+08 122.5 122.5 122.5 14.5 4 11.4286149938391
"LETRA" "LTB102017" 2017-01-13 "022 BCV" "LTBS01017-0018" 2017-10-18 278 1 7.5e+07 99.85 99.85 99.85 0 0 0.194536408929948
"TIF" "TIF042018" 2017-01-16 "022 BCV" "DPBS08773-0016" 2018-04-12 451 3 640795011 119.5 120.3125 120.246120041186 18 4 1.47738055651674
"VEBONO" "VEBONO022022" 2017-01-16 "022 BCV" "DPBS09345-0023" 2022-02-10 1851 1 40795011 127.4563 127.4563 127.4563 14.95 4 8.24632823538707
"LETRA" "LTB102017" 2017-01-16 "022 BCV" "LTBS01017-0018" 2017-10-18 275 1 7.5e+07 99.8812 99.8812 99.8812 0 0 0.155704977513273
"TIF" "TIF022032" 2017-01-17 "022 BCV" "DPBS02207-0043" 2032-02-19 5511 2 818056000 122 122.0156 122.0078 14.5 4 11.4127882375612
"TIF" "TIF032033" 2017-01-17 "022 BCV" "DPBS02209-0023" 2033-03-03 5889 1 3e+08 116 116 116 14.5 4 12.2156577869146
"VEBONO" "VEBONO072033" 2017-01-17 "022 BCV" "DPBS02209-0014" 2033-07-21 6029 2 4e+08 114.5 124 116.875 14.57 4 12.1747283595025
"TIF" "TIF022032" 2017-01-18 "022 BCV" "DPBS02207-0043" 2032-02-19 5510 1 409028000 122.0156 122.0156 122.0156 14.5 4 11.4116900519531
"VEBONO" "VEBONO062032" 2017-01-18 "022 BCV" "DPBS02207-0052" 2032-06-17 5629 1 1.5e+08 122 122 122 14.39 4 11.3499385305358
"TIF" "TIF032033" 2017-01-18 "022 BCV" "DPBS02209-0023" 2033-03-03 5888 4 800862000 116.0313 123.5 117.878500290936 14.5 4 11.9808257690181
"VEBONO" "VEBONO072033" 2017-01-18 "022 BCV" "DPBS02209-0014" 2033-07-21 6028 3 666167000 114.5313 123.5 115.45026172116 14.57 4 12.3537043532187
"VEBONO" "VEBONO032031" 2017-01-19 "022 BCV" "DPBS02207-0016" 2031-03-13 5166 1 1.15e+08 118 118 118 15.39 4 12.6401067289786
"VEBONO" "VEBONO062032" 2017-01-19 "022 BCV" "DPBS02207-0052" 2032-06-17 5628 1 1e+08 122 122 122 14.39 4 11.3497447280993
"VEBONO" "VEBONO032031" 2017-01-20 "022 BCV" "DPBS02207-0016" 2031-03-13 5165 1 1.15e+08 118.0313 118.0313 118.0313 15.39 4 12.6357256578924
"TIF" "TIF022032" 2017-01-20 "022 BCV" "DPBS02207-0043" 2032-02-19 5508 1 494136000 120.25 120.25 120.25 14.5 4 11.6247282293889
"VEBONO" "VEBONO062032" 2017-01-20 "022 BCV" "DPBS02207-0052" 2032-06-17 5627 2 5e+08 122.0156 122.0313 122.02345 14.39 4 11.3467823134132
"TIF" "TIF022032" 2017-01-23 "022 BCV" "DPBS02207-0043" 2032-02-19 5505 2 988272000 120.25 120.2656 120.2578 14.5 4 11.6233390821702
"TIF" "TIF022030" 2017-01-24 "022 BCV" "DPBS01632-0048" 2030-02-28 4783 1 32308000 128.125 128.125 128.125 15.65 4 11.4722386280103
"VEBONO" "VEBONO032031" 2017-01-24 "022 BCV" "DPBS02207-0016" 2031-03-13 5161 1 122436450 122 122 122 15.39 4 12.1168411752598
"TIF" "TIF032031" 2017-01-24 "022 BCV" "DPBS02207-0025" 2031-03-13 5161 1 212976000 121 121 121 15 4 11.9089139373962
"VEBONO" "VEBONO062032" 2017-01-24 "022 BCV" "DPBS02207-0052" 2032-06-17 5623 2 302898000 120 120 120 14.39 4 11.588191468744
"TIF" "TIF032033" 2017-01-24 "022 BCV" "DPBS02209-0023" 2033-03-03 5882 2 438694000 117 122 119.279493223067 14.5 4 11.8088220775891
"VEBONO" "VEBONO072033" 2017-01-24 "022 BCV" "DPBS02209-0014" 2033-07-21 6022 1 233924000 116 116 116 14.57 4 12.2937735902301
"VEBONO" "VEBONO122017" 2017-01-25 "022 BCV" "DPBS07989-0036" 2017-12-08 317 1 18200000 109.5 109.5 109.5 13.88 4 2.7464392615836
"VEBONO" "VEBONO042019" 2017-01-25 "022 BCV" "DPBS08773-0025" 2019-04-18 813 1 2.5e+07 117 117 117 14.54 4 6.30891503092741
"VEBONO" "VEBONO012020" 2017-01-25 "022 BCV" "DPBS08771-0018" 2020-01-02 1072 1 23067000 121 121 121 14.79 4 6.83324479924652
"VEBONO" "VEBONO032031" 2017-01-25 "022 BCV" "DPBS02207-0016" 2031-03-13 5160 3 344872900 122 125 122.875423985532 15.39 4 12.0058247076402
"TIF" "TIF032031" 2017-01-25 "022 BCV" "DPBS02207-0025" 2031-03-13 5160 2 425952000 121 121.0156 121.0078 15 4 11.9077159010632
"TIF" "TIF022032" 2017-01-25 "022 BCV" "DPBS02207-0043" 2032-02-19 5503 2 230205000 120 120 120 14.5 4 11.6546249172462
"VEBONO" "VEBONO062032" 2017-01-25 "022 BCV" "DPBS02207-0052" 2032-06-17 5622 2 605796000 120.0156 120.0313 120.02345 14.39 4 11.5851779941756
"TIF" "TIF032033" 2017-01-25 "022 BCV" "DPBS02209-0023" 2033-03-03 5881 5 763694000 117.0313 124.75 120.913506093016 14.5 4 11.6128959642757
"VEBONO" "VEBONO072033" 2017-01-25 "022 BCV" "DPBS02209-0014" 2033-07-21 6021 5 505555000 116.0313 123.75 119.672254593862 14.57 4 11.8419041451064
"VEBONO" "VEBONO082017" 2017-01-26 "022 BCV" "DPBS07993-0039" 2017-08-11 197 1 52381000 106.7459 106.7459 106.7459 13.97 4 1.36729648424678
